Using incorrect database in multiple sessions,Thrift Server cannot do isolation for different users
Prevent accidental use of "and" and "or" to build invalid expressions in Python,For PySpark's DataFrame API; we need to throw exceptions when users try to use and/or/not
Improve MLlib Local Matrix Documentation.,Update mllib-data-types docs to include missing "matrix" Python examples
Support LATERAL VIEW in Spark SQL parser,Create a full-fledged built-in SQL parser
SQL add jar command does not work well with Scala REPL,
History Server doesn't show complete application when one attempt inprogress,History Server doesn't show complete application when one attempt inprogress
DataFrame partitionBy memory pressure scales extremely poorly,Reduce memory consumption for dynamic partition insert
SQLContext doesn't handle tricky column names when loading from JDBC,Reserved words (like table) throws error when writing a data frame to JDBC
SQLContext doesn't handle tricky column names when loading from JDBC,DataFrames : Mysql JDBC not support column names with special characters
Handle history files better,Spark history server file cleaner excludes in-progress files
Handle history files better,Add configuration property to allow the history server to delete .inprogress files
ALS model predict error,
Poor Python UDF performance because of RDD caching,Misaligned data with RDD.zip and DataFrame.withColumn after repartition
Poor Python UDF performance because of RDD caching,Multiple Python UDFs together with aggregation or sort merge join may cause OOM (failed to acquire memory)
Adding Python support for 1-sample; 2-sided Kolmogorov Smirnov Test,Add Python API for Kolmogorov-Smirnov Test
Add configuration for limiting the maximum number of active stages in a fair scheduling queue,
Deregister Codahale metrics for streaming when StreamingContext is closed ,MetricsSystem.removeSource not called in StreamingContext.stop
Streaming application from checkpoint will fail to load in security mode.,in Yarn client mode; Client.scala does not login even when credentials are specified
allow moving and symlinking binaries,spark-submit can not support symbol link
Throw type mismatch in check analysis for expressions with expected input types defined,Good errors for invalid input to ExpectsInput expressions
Add documentation for Python's FP-growth,Add Python example for mllib FP-growth user guide
Sorting float/double column containing NaNs can lead to "Comparison method violates its general contract!" errors,NaN should be greater than all other values
Support combine text/parquet format file in sql,Combine files when there're many small files in table
Combine files when there're many small files in table,Simplify and Speedup HadoopFSRelation
Throttle DStreams dynamically through back-pressure information,Implement a mechanism to send a new rate from the driver to the block generator
Add config to enable/disable merging part-files when merging parquet schema,spark load of existing parquet files extremely slow if large number of files
Float type coercion with hiveContext,SparkR DataFrame fail to return data of float type
String concatination with column in SparkR,
DataFrameWriter save action makes DataFrameReader load failed,
Reduce memory consumption for dynamic partition insert,dynamic partitioning in spark sql performance issue due to the high GC overhead
sparkPackages flag name is wrong in the documentation,[Windows] Application with Appname including whiteSpace fails in Yarn-client mode
Add @since tags to mllib.linalg,Add @since tags to mllib.linalg
cast from double/float to timestamp should not go through decimal,use double not decimal when cast double and float to timestamp
Standalone cluster worker does not accept multiple masters on launch,start-slave.sh changed API in 1.4 and the documentation got updated to mention the old API
Rollup produces incorrect result when group by contains expressions,Incorrect result for rollup
Disallow Class.forName,Use of Class.forName(String) should be replaced with version taking classloader
move type-check from BinaryArithmetic and BinaryComparison to BinaryOperator,More comprehensive type checking in expressions
Improve cartesian performance ,Minimum ratio of registered resources [ spark.scheduler.minRegisteredResourcesRatio] is not enabled for Mesos Coarse Grained mode
Use of non-standard LIMIT keyword in JDBC tableExists code,JDBC DataFrameWriter does not save data to Oracle 11 Database
Use of non-standard LIMIT keyword in JDBC tableExists code,DataFrame write to teradata using jdbc not working; tries to create table each time irrespective of table existence
Use of non-standard LIMIT keyword in JDBC tableExists code,Cannot save data via MSSQL JDBC
Use of non-standard LIMIT keyword in JDBC tableExists code,Sparksql-1.4.1 DataFrameWrite.jdbc() bug
Inconsistent Dense Vectors hashing between PySpark and Scala,PySpark DenseVector; SparseVector should override __eq__ and __hash__
python UDT in __main__ cannot be serialized by PySpark,Vector is converted to tuple when extracted from Row using __getitem__
Spark HistoryServer load logs too slow and can load the latest logs,Spark HistoryServer load logs too slow and can load the latest logs
Spark HistoryServer load logs too slow and can load the latest logs,Spark HistoryServer load logs too slow and can load the latest logs
Implement code gen for Conv,Implement code generation for Conv
DatetimeExpressionsSuite: function current_timestamp is flaky,Flaky test: o.a.s.sql.DatetimeExpressionsSuite.function current_timestamp
HiveComparisonTest generates incorrect file name for golden answer files on Windows,Tests using golden files can fail depending on new line characters in queries
HiveUDAF support for AggregateFunction2,use new aggregate interface for hive UDAF
sbt-launch-lib.bash should use `curl --location` to support HTTP/HTTPS redirection,The curl command in sbt-launch-lib.bash doesn't download sbt-launch jar
CatalystTypeConverters.toScala does not work on UnsafeRows,Support get(ordinal; dataType) generic getter in UnsafeRow
The curl command in sbt-launch-lib.bash doesn't download sbt-launch jar,sbt/sbt assembly Error: Invalid or corrupt jarfile sbt/sbt-launch-0.13.6.jar
Support IntervalType for Parquet,
Support DecimalType in UnsafeRow,Support DecimalType in UnsafeRow
ExternalShuffleService should be robust to NodeManager restarts in yarn,Job can't finish when restart all nodemanages with using external shuffle services
Expose sampleByKey in SparkR,Implement sampleBy() in DataFrameStatFunctions
RemoveEvaluationFromSort reorders sort order,RemoveEvaluationFromSort reorders sort order
Python RandomForestClassifier probabilityCol; rawPredictionCol,pyspark.ml.classification.RandomForestClassifer does not return `rawPrediction` column
Remove InternalRow's generic getter (the one without data type),do not expose generic getter in internal row
Remove InternalRow.toSeq,update InternalRow.toSeq to make it accept data type info
'spark-ec2 launch' fails with anaconda python 3.4,spark_ec2.py breaks with python3 and m3 instances
Possible file handle leak in spilling/sort code,Too many open files in TungstenExchange
DataFrames : Mysql JDBC not support column names with special characters,Reserved words (like table) throws error when writing a data frame to JDBC
Dynamic allocation kills busy executors on race condition,Using dynamic-executor-allocation;When jobs are submitted parallelly; executors will be removed before tasks finish
Dynamic allocation kills busy executors on race condition,Task failed because executor kill by driver
Add IndexToString in Pyspark,Add Python API for ml.feature.IndexToString
GenerateUnsafeProjection seems to corrupt MapType data,copy UTF8String when convert unsafe array/map to safe
Unsupported dataType: char(X) in Hive,spark-sql do not support for column datatype of CHAR
Unsupported dataType: char(X) in Hive,spark-sql do not support for column datatype of CHAR
System.exit() still disrupt applications embedding Spark,StackOverflowError (VirtualMachineError) or NoClassDefFoundError (LinkageError) should not System.exit() in local mode
allow not automatically using HiveContext with spark-shell when hive support built in,
outdated Python 3 and IPython information,Update doc about supported Python versions
Spark should create local temporary directories in Mesos sandbox when launched with Mesos,Shuffle files left behind on Mesos without dynamic allocation
NullPointerException when using --packages,SparkSubmit doesn't work with --packages when --repositories is not specified 
Applications hangs when the last executor fails with dynamic allocation,Dynamic allocation: avoid double counting when killing same executor twice
Add Python API for ml.feature.CountVectorizer,Add Python interface for CountVectorizer
isSrcLocal parameter in loadTable / loadPartition is incorrect for HDFS source data,After recent hive patches PySpark fails with IllegalArgumentException: Wrong FS: hdfs:
Incorrect UNION ALL behavior,UnionAll operation on DataFrame doesn't check for column names
Too many open files in TungstenExchange,Too many open files in Spark SQL
Support Poisson family in SparkR:::glm,GLM model family; link function support in SparkR:::glm
Support Gamma family in SparkR:::glm,GLM model family; link function support in SparkR:::glm
Support popular link functions in SparkR:::glm,GLM model family; link function support in SparkR:::glm
File appender race condition during SparkWorker shutdown,Race condition when driver rapidly shutdown after started.
User guide for Multilayer Perceptron Classifier,User Guide for Multilayer Perceptron Classifier
Parallelize file listing for partitioned Hive table,Use S3 bulk listing for S3-backed Hive tables
create function do not work,
Allow Ctrl-C in spark-shell to kill running job,spark-sql ctrl+c does not exit
Allow Ctrl-C in spark-shell to kill running job,Spark Shell Ctrl-C behaviour suggestion
Locality broken in spark 1.4.x for NewHadoopRDD,
Add Python API missing methods for ml.feature,StringIndexerModel lacks of method "labels"
Add Python API missing methods for ml.feature,StringIndexer lacks of parameter "handleInvalid".
Managed memory leak detected when cache table,String column in InMemoryColumnarCache needs to override clone method
Add support for DataFrameStatFunctions in SparkR,SparkR: Add correlation function to dataframe
Can't create HiveContext with spark-shell or spark-sql on snapshot,
PySpark Streaming doesn't support Context recovery from checkpoint in HDFS,Python Streaming checkpoint recovery does not work with non-local file path
Spark JDBC writer mapping String to TEXT or VARCHAR,Allow user to specify database column type for data frame fields when writing data to jdbc data sources. 
NPE when saving Parquet To HDFS,FileFormatWriter.ExecuteWriteTask.releaseResources() implementations to be re-entrant
Add optional getters to the spark.sql.Row,[Spark SQL] the value of 'hiveconf' parameter in CLI can't be got after enter spark-sql session
Add support for more postgres column types,
Failed to save json data with a decimal type in the schema,PySpark can't JSON serialize a DataFrame with DecimalType columns.
Add null check in wrapperFor (inside HiveInspectors).,NPE while save a DataFrame as ORC
Avoid creating empty files during overwrite into Hive table with group by query,Writing empty Dataframes doesn't save any _metadata files
Avoid creating empty files during overwrite into Hive table with group by query,Useless empty files in hive table
For struct type; if parquet's global schema has less fields than a file's schema; data reading will fail,Struct fields read from parquet are mis-aligned
Getting issue in spark connectivity with cassandra,sparkSession.read() .jdbc(***) use the sql syntax "where 1=0" that Cassandra does not support
Cooperative memory management,Replace addOnCompleteCallback with addTaskCompletionListener() in UnsafeExternalSorter
SparkR mutate and transform should replace column with same name to match R data.frame behavior,Enhance mutate() to support replace existing columns
SparkR mutate and transform should replace column with same name to match R data.frame behavior,Enhance mutate() to support replace existing columns
Optimize sequential projections,DataFrame recompute UDF in some situation.
Gradient boosted trees: increasing input size in 1.4,GradientBoostedTrees stuck with 2958359 features train data
Gradient boosted trees: increasing input size in 1.4,Gradient boosted trees: mapPartitions input size increasing 
spark-submit overwrites spark.files defaults with the job script filename,spark.files in properties file is not distributed to driver in yarn-cluster mode
Would like to know if a given Spark Context is stopped or currently stopping,Expose SparkContext#stopped flag with @DeveloperApi
make sure `input.primitive` is always variable name not code at GenerateUnsafeProjection,Getting CompileException when feed an UDF with an array and another paramter
Multiple Python UDFs together with aggregation or sort merge join may cause OOM (failed to acquire memory),Misaligned data with RDD.zip and DataFrame.withColumn after repartition
Multiple Python UDFs together with aggregation or sort merge join may cause OOM (failed to acquire memory),Refactor PythonRDD to decouple iterator computation from PythonRDD
There exits some potential resource leak  in jsonExpressions.scala,JsonParser/Generator should be closed for resource recycle
SparkR formula syntax to turn strings/factors into numerics,Support transform string label for RFormula
Add Python example for VectorSlicer to user guide,Add python example for VectorSlicer
Kill other task attempts when one taskattempt belonging the same task is succeeded in speculation,TaskSetManager should kill the other running task attempts if any one task attempt succeeds for the same task
AppId is set as AppName in status rest api,Spark REST / JSON API mixes up application names and application ids
AppId is set as AppName in status rest api,Spark history uses the application name instead of the ID
Intersection Optimization is Wrong,Dataframe count is zero after 'except' operation
Intersection Optimization is Wrong,DataFrame's except method does not work; returns 0
Allow ApplicationHistoryProviders to provide their own text when there aren't any complete apps,History Server "no histories" message to be dynamically generated by ApplicationHistoryProviders
The  PySpark 1.5 closure serializer can't serialize a namedtuple instance.,Serialization of Python namedtuple subclasses in functions / closures is broken
HashingTF should use MurmurHash3,Use MurmurHash3 for hashing String features
Remove Bagel,Remove Bagel
Univariate statistics as UDAFs: single-pass continuous stats,skewness and kurtosis support
collect_list() and collect_set() should accept struct types as argument,Optimize Data Frames collect_list and collect_set with declarative aggregates
Race condition between scheduler and YARN executor status update,When driver sends message "GetExecutorLossReason" to AM; the AM stops.
DataFrames: saving with nested User Data Types,
Support remote application download in client mode spark submit,Make spark-submit download remote files to local in client mode
Spark-SQL JDBC fails to set a default precision and scale when they are not defined in an oracle schema.,Spark sql jdbc fails for Oracle NUMBER type columns
When loading a json dataset as a data frame; if the input path is wrong; the error message is very confusing,
When loading a json dataset as a data frame; if the input path is wrong; the error message is very confusing,SQL data source gives confusing error message when file not found
When loading a json dataset as a data frame; if the input path is wrong; the error message is very confusing,
Uncaught exception: RDDBlockId not found in driver-heartbeater,LinearRegressionWithSGD fails on files more than 12Mb data 
SQL's floor() returns DOUBLE,[streaming] [flume] Gracefully shutdown Flume receiver threads
word2vec model save for python,
ML Param validate should print better error information,ML Param validate should print better error information
Implement freqItems() and sampleBy() in DataFrameStatFunctions,Export freqItems() for DataFrameStatFunctions in SparkR
add search keywords in history page ui,Change history to use datatables to support sorting columns and searching
add search keywords in history page ui,add Search box to History Page
order by fails when column is aliased and projection includes windowed aggregate,Sorting column can't be resolved if it's not in projection
Flaky test: org.apache.spark.deploy.StandaloneDynamicAllocationSuite,Flaky test: StandaloneDynamicAllocationSuite
Let ALS recommend for subset of data,Could MatrixFactorizationModel support recommend for some users only ?
Spark Hadoop Util does not support stopping a non-yarn Spark Context & starting a Yarn spark context.,StreamContext.getOrCreate is broken is yarn-client mode
SparkSQL doesn't work well with JSON,Parse normal; multi-line JSON files (not just JSON Lines)
Eliminate create duplicate stage while generate job dag,Make DAGScheduler not to create duplicate stage.
Allow user to specify database column type for data frame fields when writing data to jdbc data sources. ,Support for string length when writing to JDBC
Predicates pushed to InmemoryColumnarTableScan are not evaluated correctly,Filter operation on StringType after groupBy PERSISTED brings no results
Lag Analytic function broken,RowNumber in HiveContext returns negative values in cluster mode
Add 'drop' support for DataFrame's subset function,py4j.Py4JException: Method createDirectStream([class org.apache.spark.streaming.api.java.JavaStreamingContext; class java.util.HashMap; class java.util.HashSet; class java.util.HashMap]) does not exist
Support JDBC pushdown for additional commands,
UnsafeRow serialization breaks when two machines have different Oops size,String fields in Dataframe behaves weirdly when executor-memory >= 32GB
UnsafeRow serialization breaks when two machines have different Oops size,High spark.executor.memory causes wrong result
UnsafeRow serialization breaks when two machines have different Oops size,DataFrame losing string data in yarn mode
UnsafeRow serialization breaks when two machines have different Oops size,Very strange broadcast join behaviour
PySpark ML Models should contain Param values,PySpark JavaModel fails to extract params from Spark side automatically
PySpark ML Models should contain Param values,getParamMap in Pyspark ML API returns empty dictionary in example for Documentation
Spark Streaming Kinesis: Allow specifying separate credentials for Kinesis and DynamoDB,Add builder interface for Kinesis DStreams
SparkR: Add merge to DataFrame,
RowNumber in HiveContext returns negative values in cluster mode,orderBy with multiple columns in WindowSpec does not work properly
RowNumber in HiveContext returns negative values in cluster mode,Window functions give invalid values
Canonicalize view definitions,Unable to create views
Launcher: add support for monitoring Mesos apps,SparkAppHandle.getState() doesnt return the right state when the launch is done on a mesos master in cluster mode
Launcher: add support for monitoring Mesos apps,Spark App Handle from SparkLauncher always returns UNKNOWN app state when used with Mesos in Client Mode 
AttributeReference should not be created outside driver,Incorporate per-JVM id into ExprId to prevent unsafe cross-JVM comparisions
Document all UI "retained*" configurations,
Hive Thrift Server will log warn "Couldn't find log associated with operation handle",Thrift server does not support operationLog
Use mixing hash-based and sort-based aggregation in TungstenAggregationIterator,Improve hybrid aggregation (sort-based after hash-based)
Use mixing hash-based and sort-based aggregation in TungstenAggregationIterator,TungstenAggregate may fail when switching to sort-based aggregation when there are string in grouping columns and no aggregation buffer columns
Flaky test: o.a.s.launcher.LauncherServerSuite,Flaky test: o.a.s.launcher.LauncherServerSuite
Add connection established callback to lower level RPC layer so we don't need to check for new connections in NettyRpcHandler.receive,Add connectionEstablished callback to RpcHandler to monitor the new connections
RPC message ordering is not guaranteed,Add Outbox to cache the sending messages to resolve the message disorder issue
Parquet filters push-down may cause exception when schema merging is turned on,Schema Merging Broken for Some Queries
A memory leak in SQLListener._stageIdToStageMetrics,LongSQLMetricValue cause memory leak on Spark 1.5.1
A memory leak in SQLListener._stageIdToStageMetrics,Spark sql seems to leak org.apache.spark.sql.execution.ui.SQLTaskMetrics objects over time
TestHive fails on machines with few cores,Page size calculation is wrong in local mode
Make StreamingContext.stop() exception-safe,Make SparkContext.stop() exception-safe
Make StreamingContext.stop() exception-safe,Make SparkContext.stop() exception-safe
    EOFException on History server reading in progress lz4,Spark history server fails to render compressed inprogress history file in some cases.
Delegate to scala DataFrame API rather than print in python,Match the output of DataFrame#explain() in both scala api and python
PySpark CrossValidatorModel does not output metrics for every param in paramGrid,PySpark CrossValidatorModel should support avgMetrics
[Launcher] Launcher library fails is app resource is not added,Invoke the right sameResult function when plan is warpped with SubQueries
MapStatus too large for driver,Make MapStatus use less memory uage
Implement trackStateByKey for improved state management,Implement trackStateByKey for improvement state management
YARN HBase token code shouldn't swallow invocation target exceptions,Improve failure reporting in Yarn client obtainTokenForHBase()
PySpark silently accepts null values in non-nullable DataFrame fields.,add null check for _verify_type in types.py
spark-dispatcher doesn't pass along some spark properties,
Expand Star when creating a struct,Alias do not work with udf with * parameter
Kryo serializer broken with StringTypes,Bad Dataframe data read from parquet
numRunningTasks can't be less than 0; or it will affect executor allocation,ExecutorAllocationManager.numRunningTasks can be negative when stage retry
numRunningTasks can't be less than 0; or it will affect executor allocation,Spark job stuck with no executor due to bug in Executor Allocation Manager
Include path to the source file in generated example code,Add link to the source file at the end of included example code
codegen.GeneratePredicate fails due to unquoted comment,Regexp functions don't support patterns containing '*/'
Writing to S3 buckets; which only support AWS4-HMAC-SHA256 fails with s3n URLs,saveAsTextFile(s3n://) doesn't support s3 Signature Version 4
skip.header.line.count is ignored in HiveContext,skip.header.line.count is ignored in HiveContext
Locality waits should be based on task set creation time; not last launch time,
Expose R-like summary statistics in SparkR::glm for linear regression,R style summary stats in GLM package SparkR
Bucket Join,Support writing out pre-hash-partitioned data and exploit that in join optimizations to avoid shuffle (i.e. bucketing in Hive)
Replace example code in mllib-collaborative-filtering.md using include_example,Replace example code in mllib-collaborative-filtering.md using include_example
StringIndexer transform fails when column contains nulls,StringIndexer should handle null
Just do final aggregation when there is no Exchange,
Python API for bisecting k-means,Python API for mllib.clustering.BisectingKMeans
Python API for bisecting k-means,Python API for mllib.clustering.BisectingKMeans
MEMORY LEAK: ByteBuf.release() was not called before it's garbage-collected,IllegalReferenceCountException in Spark workloads
ORC filter pushdown not working properly after new unhandled filter interface.,We should still pushdown filters returned by a data source's unhandledFilters
Spark SQL CLI will set sessionstate twice,Exception throws when executing    exit;    in spark-sql
Make simple transformers and estimators implement default read/write,Model export/import for spark.ml: all basic Transformers
Remote code execution with InvokerTransformer,Commons-collections object deserialization may expose remote command execution vulnerability
Remote code execution with InvokerTransformer,commons-collections has vulnerability: CVE-2015-6420
Would be very useful if spark-daemon.sh supported foreground operations,Allow start-master/slave scripts to start in the foreground
Bad Dataframe data read from parquet,String may not be serialized correctly with Kyro
Allow to specify compression codec in HadoopFsRelation when saving ,Support to specify the (writing) option for compression codec for TEXT
YARN - dynamic allocation and speculation active task accounting wrong,Always post TaskEnd event for tasks in cancelled stages
Finalizer memory leak is pyspark,streaming driver with checkpointing unable to finalize leading to OOM
Casting integer types to timestamp has unexpected semantics,Casting Unix timestamp to SQL timestamp fails
String may not be serialized correctly with Kyro,In SparkSQL; it can't be select column of String type because of UTF8String when setting more than 32G for executors.
Spark shell does not work from sbt with scala 2.11,Pass additional Scala REPL options to the underlying REPL (2.11)
Expose feature importances API for decision trees,Expose featureImportances on org.apache.spark.mllib.tree.RandomForest
Checkpoint support for DataFrame/Dataset,Query planning slows down dramatically for large query plans even when sub-trees are cached
Allow for running Spark applications against a custom coarse grained scheduler,Add support for pluggable cluster manager
UDAF may nondeterministically generate wrong results,UDAF result differs in SQL if alias is used
[SQL] Support Persist/Cache and Unpersist in Dataset APIs,Add missing APIs in Dataset
Better error from WLS for cases like singular input,java.lang.AssertionError: assertion failed: lapack.dppsv returned 105. when running glm using gaussian link function.
   Python API for ml.feature.QuantileDiscretizer,Python API update for ChiSqSelector and QuantileDiscretizer
Python API for ml.feature.ChiSqSelector,Python API update for ChiSqSelector and QuantileDiscretizer
Add getAsOpt[T] functions to org.apache.spark.sql.Row,Add missing APIs in Dataset
Expose numFeatures in all ML PredictionModel for PySpark,Add missing numFeatures & numClasses to wrapped JavaClassificationModel
Python API for ml.clustering.LDA,keepLastCheckpoint Param for Python LDA with EM
ALS recommend all methods spend most of time in GC,Optimize the process of MLLIB ALS recommendForAll
Partitioning Parquet by DateType,Support for inferring type date/timestamp/decimal for partition column
word2vec load model can't use findSynonyms to get words ,Loading Word2Vec model in pyspark gives "ValueError: too many values to unpack" in  findSynonyms
Incorrect results when aggregate joined data,TimSort failing with error when writing a partitioned data set
Group by Column Number identifier is not successfully parsed,Support group by ordinal in SQL
bug in spark/python/pyspark/rdd.py portable_hash(),PYTHONHASHSEED is not propgated to python worker
Upgrade to Jersey 2,Can spark-mllib upgrade to Jersey 2.x
Update KafkaDStreams to new Kafka 0.10 Consumer API,kafka-spark consumer with SSL problem
User guide section for KMeans in spark.ml,Add documentation for spark.ml.clustering.kmeans
Update aws-java-sdk version,Spark Streaming Kinesis Example broken due to wrong AWS Java SDK version
ParquetFormat options should be exposed through the DataFrameReader/Writer options API,Simplify configuration API
Don't assign default value for non-nullable columns of a Dataset,Nulls in dataframes getting converted to 0 with spark 2.0 SNAPSHOT
VectorAssembler#transform() initially throws an exception,IllegalArgumentException: requirement failed: File not found: ...sql/catalyst/expressions/GeneratedClass.class when df.show
Reuse the result of split in SQL,
Implement unhandledFilter interface for JDBC,Implement JdbcRelation#unhandledFilters for removing unnecessary Spark Filter
PowerIterationClustering test case failed if we deprecated KMeans.setRuns,MLLib PowerIteration Clustering depends on deprecated KMeans setRuns API
IllegalArgumentException: requirement failed: File not found: ...sql/catalyst/expressions/GeneratedClass.class when df.show,Codegen'd classes can't be found under REPL
NoSuchElementException during prediction with Random Forest Regressor,VectorIndexer: allow unknown categories
Copy public decision tree helper classes from spark.mllib to spark.ml and make private,
Move unit tests for GBT from spark.mllib to spark.ml,
Support writing out pre-hash-partitioned data and exploit that in join optimizations to avoid shuffle (i.e. bucketing in Hive),bucketed table support
Spark 1.6 with tachyon 0.8.2 uses deprecated client,Fix Tachyon deprecations; pull Tachyon dependency into one class
Mesos executor home should not be resolved on the driver's file system,Paths are resolved relative to the local file system
Mesos executor home should not be resolved on the driver's file system,Paths are resolved relative to the local file system
Reserved words (like table) throws error when writing a data frame to JDBC,Reserved SQL words are not escaped by JDBC writer
Add ExpressionDescription to datetime functions,All functions should show usages by command `DESC FUNCTION`
Add ExpressionDescription to string functions,All functions should show usages by command `DESC FUNCTION`
Add ExpressionDescription to aggregate functions,All functions should show usages by command `DESC FUNCTION`
Add ExpressionDescription to math functions,All functions should show usages by command `DESC FUNCTION`
Add ExpressionDescription to misc non-aggregate functions,All functions should show usages by command `DESC FUNCTION`
Get rid of sorting in Row's constructor in pyspark,Fields order in Row(**kwargs) is not consistent with Schema.toInternal method
Get rid of sorting in Row's constructor in pyspark,Schema issues when fields are queries in different order
SQL page of Spark-sql is always blank ,The SQL page is empty
Fix compiler warnings in Kinesis ASL module due to @transient annotations,Add private val after @transient for kinesis-asl module
Build break at Spark-Master-Maven-Snapshots from #1293,Generating scaladoc using sbt fails for network-common and catalyst modules
Recovered driver's resource is not counted in the Master,Spark HA: Jobs state is in WAITING status after reconnecting to standby master
Recovered driver's resource is not counted in the Master,leader master lost the leadership; when the slave become master; the perivious app's state display as waitting
Recovered driver's resource is not counted in the Master,
Datasets: data is corrupted when input data is reordered,Accept Dataset[_] in joins
No suitable driver when calling JdbcUtils.saveTable in isolation,User-specified JDBC driver should always take precedence
spark shuffle fails with mesos after 2mins,External shuffle service broken w/ Mesos
Convert basic resolved logical plans back to SQL query strings,Optimizing count distinct changes the resulting column name
Outer Join Elimination by Filter Condition,Push filter throughout outer join when the condition can filter out empty row 
Use udf to replace callUDF for ML,Remove the use of the deprecated callUDF in MLlib
Java count(AprroxDistinct)ByKey methods return Scala Long not Java,Java sampleByKey methods take ju.Map but with Scala Double values; results in type Object
Union logical plan should support arbitrary number of children (rather than binary),Multiple unionAll on Dataframe goes growingly slow.
Clean up build warnings: 2.0.0 edition,mllib deprecation messages mention non-existent version 1.7.0
Combine small files in a hadoop directory into single split ,Add config to control maximum number of files when coalescing partitions
Streaming batch ui can't be opened in jobs page in yarn mode.,Prepending base URI of job description is missing
Prepending base URI of job description is missing,URL address error in Spark web ui in YARN mode
The detailed rest API documentation for each field is missing,Document ?params for the v1 REST API
No encoder implicits for Seq[Primitive],sqlCtx.real.json() doesn't work with PythonRDD
Populate statistics for DataFrame when reading CSV,
ArrayType(_; true) should also accept ArrayType(_; false),ArrayType(_; true) should also accept ArrayType(_; false) fix for branch-1.6
Implement Python API for Datasets,Python Dataset
Support order by ordinal in SQL,TPCDS query 49 returns wrong results compared to TPC official result set 
Support order by ordinal in SQL,TPCDS query 74 returns wrong results compared to TPC official result set 
Simplify various string output for expressions,prettyString of IN is not good
ml.classification.LogisticRegression fails when FitIntercept with same-label dataset,LogisticRegression fails when a DataFrame has only a one-class label
Spark SQL UDF does not work with struct input parameters,
Configurable bind address for WebUI,WebUI should use the local ip not 0.0.0.0
Spark driver requires large memory space for serialized results even there are no data collected to the driver,Caching a table with 1;100 columns and a few million rows fails
Spark documentation should be more precise about the algebraic properties of functions in various transformations,Clarify commutative / associative operator requirements for reduce; fold
ADD JAR via sparkSQL JDBC will fail when using a HDFS URL,Can't use UDF that jar file in hdfs
Improve HiveInspectors.unwrap for StringObjectInspector.getPrimitiveWritableObject,Fix HiveInspectors.unwrap
add spark.yarn.hdfs.home.directory property,Make the SPARK YARN STAGING DIR as configurable
Update org.apache.httpcomponents.httpclient; commons-io,Upgrade apache httpclient version to the latest 4.5 for security
Drop fails when columns contain dots,Can't drop columns that contain dots
Can't drop columns that contain dots,Periods in dataframe column names breaks df.drop(<string>)
Enable OrcRelation when connecting via spark thrift server,Use ORC data source for SQL queries on ORC tables
Replace example code in mllib-clustering.md using include_example,Add an example for LDA in PySpark
Shade jackson core,Spark Cannot be used with software that requires jackson-databind 2.6+: RDDOperationScope
Always post TaskEnd event for tasks in cancelled stages,Executors show up active tasks indefinitely after stage is killed
Add scalastyle command used in build testing,Upgrade scalastyle to 1.0.0
DAG viz does not work with latest version of chrome,DAG Diagram not shown properly in Chrome
spark.ml Naive Bayes user guide,Missing ml.NaiveBayes in MLlib guide
CoarsedExecutorBackend register to driver should wait Executor was ready,Driver may send "LaunchTask" before executor receive "RegisteredExecutor"
CoarsedExecutorBackend register to driver should wait Executor was ready,Executors self-killing after being assigned tasks while still in init
Migrate away from SynchronizedMap which is deprecated,Replace use of mutable.SynchronizedMap with ConcurrentHashMap
Cleanup build references to Scala 2.10,Update pom.xml to reference Scala 2.11
Cleanup build references to Scala 2.10,Update LICENSE with Scala 2.11 dependencies
Cleanup build references to Scala 2.10,Update Docker tests to use Scala 2.11
Cleanup build references to Scala 2.10,Update release audit tools to use Scala 2.11
Unify DataFrame and Dataset API,Datasets cannot be sorted
Bump up Kafka to 0.9.0.0,Bump up Kafka to 0.9.0.0
Expose more executor stats in stable status API,Improve SparkStatusTracker to also track executor information
Reuse the shuffle for duplicated exchange,Reuse the exchanges in a query
Use Apache Arrow as In-memory columnar store implementation,Implement Apache Arrow serializer for Spark DataFrame for use in DataFrame.toPandas
NPE in LazilyGeneratedOrdering,LazilyGenerateOrdering throws NullPointerException
SQL generation for uncorrelated scalar subqueries,SQL generation for subquery
Expose ml summary function in PySpark for classification and regression models,Expose regression summary classes in Pyspark
Spark need to support reading data from Hive 2.0.0 metastore,Spark2.x does not support read data from Hive 2.x metastore
Spark need to support reading data from Hive 2.0.0 metastore,Upgrade Hive dependence to Hive 2.x
Spark need to support reading data from Hive 2.0.0 metastore,Support Hive 2.x's metastore
Document MLlib behavior changes in Spark 2.0,ML/MLlib breaking changes between 1.6 & 2.0
Some DataFrame joins stopped working with UnsupportedOperationException: No size estimation available for objects,Can't load a json dataset with nested wide schema
Deadlock between MemoryStore and BlockManager,Deadlock when retreiving shuffled cached data
Deadlock between MemoryStore and BlockManager,Spark driver hangs up periodically (cannot receive any reply in 120 seconds)
Deadlock between MemoryStore and BlockManager,Spark executor deadlocks itself in memory management
Deadlock between MemoryStore and BlockManager,DeadLock happens when    StaticMemoryManager    release in-memory block
Delete spark.sql.parquet.cacheMetadata,Remove `spark.sql.parquet.cacheMetadata`
Job will always fail in the external shuffle service unavailable situation,Spark AM launching containers on node where External spark shuffle service failed to initialize
Possible unsafe bytesRead increment in StreamInterceptor,SQLContext.range should return Dataset[Long]
Spark SQL drops the table in "overwrite" mode while writing into table,DataFrameWriter's jdbc method drops table in overwrite mode
